trip_id,arrival_time,departure_time,stop_id,stop_sequence,stop_headsign,pickup_type,drop_off_type,shape_dist_traveled
4501_20251214,06:23:30,06:24:00,94_34330,6,,0,0,
4501_20251214,06:31:30,06:32:00,94_34439,7,,0,0,
4501_20251214,06:36:30,06:37:00,94_34504,8,,0,0,
4501_20251214,06:41:00,06:41:30,94_34553,9,,0,0,
4501_20251214,06:47:00,06:47:30,94_34645,10,,0,0,
4501_20251214,06:51:30,06:52:00,94_34702,11,,0,0,
4501_20251214,06:55:30,06:56:00,94_34744,12,,0,0,
4501_20251214,07:00:00,07:00:30,94_34801,13,,0,0,
4501_20251214,07:05:00,07:05:30,94_34868,14,,0,0,
4501_20251214,07:11:00,07:11:30,94_35006,15,,0,0,
4501_20251214,07:15:00,07:15:30,94_35030,16,,0,0,
4501_20251214,07:18:00,07:18:30,94_35055,17,,0,0,
4501_20251214,07:27:00,07:27:30,94_35139,18,,0,0,
4501_20251214,07:30:00,07:30:30,94_35162,19,,0,0,
4501_20251214,07:32:30,07:33:00,94_35170,20,,0,0,
4501_20251214,07:36:00,07:36:00,94_36004,21,,0,0,
4502_20251214,06:12:00,06:12:00,94_36004,0,,0,0,
4502_20251214,06:15:00,06:15:30,94_35170,1,,0,0,
4502_20251214,06:17:30,06:18:00,94_35162,2,,0,0,
4502_20251214,06:21:30,06:22:00,94_35139,3,,0,0,
4502_20251214,06:27:30,06:28:00,94_35055,4,,0,0,
4502_20251214,06:30:30,06:31:00,94_35030,5,,0,0,
4502_20251214,06:34:30,06:35:00,94_35006,6,,0,0,
4502_20251214,06:40:00,06:40:30,94_34868,7,,0,0,
4502_20251214,06:47:00,06:47:30,94_34801,8,,0,0,
4502_20251214,06:51:30,06:52:00,94_34744,9,,0,0,
4502_20251214,06:55:30,06:56:00,94_34702,10,,0,0,
4502_20251214,07:00:00,07:00:30,94_34645,11,,0,0,
4502_20251214,07:15:00,07:15:30,94_34553,12,,0,0,
4502_20251214,07:20:00,07:20:30,94_34504,13,,0,0,
4502_20251214,07:25:30,07:26:00,94_34439,14,,0,0,
4502_20251214,07:32:30,07:33:00,94_34330,15,,0,0,
4502_20251214,07:37:30,07:38:00,94_34264,16,,0,0,
4502_20251214,07:41:00,07:41:30,94_34249,17,,0,0,
4502_20251214,07:45:00,07:45:30,94_34199,18,,0,0,
4502_20251214,07:49:30,07:50:00,94_34157,19,,0,0,
4502_20251214,07:54:30,07:55:00,94_34090,20,,0,0,
4502_20251214,08:01:00,08:01:00,94_34009,21,,0,0,
4503_20251214,06:01:00,06:01:00,94_35006,0,,0,0,
4503_20251214,06:05:00,06:05:30,94_35030,1,,0,0,
4503_20251214,06:08:00,06:08:30,94_35055,2,,0,0,
4503_20251214,06:15:00,06:15:30,94_35139,3,,0,0,
4503_20251214,06:18:00,06:18:30,94_35162,4,,0,0,
4503_20251214,06:20:30,06:21:00,94_35170,5,,0,0,
4503_20251214,06:25:00,06:25:00,94_36004,6,,0,0,
4504_20251214,07:12:00,07:12:00,94_36004,0,,0,0,
4504_20251214,07:15:00,07:15:30,94_35170,1,,0,0,
4504_20251214,07:17:30,07:18:00,94_35162,2,,0,0,
4504_20251214,07:21:30,07:22:00,94_35139,3,,0,0,
4504_20251214,07:27:30,07:28:00,94_35055,4,,0,0,
4504_20251214,07:30:30,07:31:00,94_35030,5,,0,0,
4504_20251214,07:34:30,07:35:00,94_35006,6,,0,0,
4504_20251214,07:40:00,07:40:30,94_34868,7,,0,0,
4504_20251214,07:47:00,07:47:30,94_34801,8,,0,0,
4504_20251214,07:51:30,07:52:00,94_34744,9,,0,0,
4504_20251214,07:55:30,07:56:00,94_34702,10,,0,0,
4504_20251214,08:00:00,08:00:30,94_34645,11,,0,0,
4504_20251214,08:14:30,08:15:00,94_34553,12,,0,0,
4504_20251214,08:19:30,08:20:00,94_34504,13,,0,0,
4504_20251214,08:25:00,08:25:30,94_34439,14,,0,0,
4504_20251214,08:32:00,08:32:30,94_34330,15,,0,0,
4504_20251214,08:37:00,08:37:30,94_34264,16,,0,0,
4504_20251214,08:41:00,08:47:00,94_34249,17,,0,0,
4504_20251214,08:51:00,08:51:30,94_34199,18,,0,0,
4504_20251214,08:55:30,08:56:00,94_34157,19,,0,0,
4504_20251214,09:00:30,09:01:00,94_34090,20,,0,0,
4504_20251214,09:07:00,09:07:00,94_34009,21,,0,0,
4505_20251214,06:40:00,06:40:00,94_34009,0,,0,0,
4505_20251214,06:46:30,06:47:00,94_34090,1,,0,0,
4505_20251214,06:51:30,06:52:00,94_34157,2,,0,0,
4505_20251214,06:56:00,06:56:30,94_34199,3,,0,0,
4505_20251214,07:00:00,07:00:30,94_34249,4,,0,0,
4505_20251214,07:03:30,07:04:00,94_34264,5,,0,0,
4505_20251214,07:08:30,07:09:00,94_34330,6,,0,0,
4505_20251214,07:16:30,07:17:00,94_34439,7,,0,0,
4505_20251214,07:21:30,07:22:00,94_34504,8,,0,0,
4505_20251214,07:26:00,07:26:30,94_34553,9,,0,0,
4505_20251214,07:32:00,07:32:30,94_34645,10,,0,0,
4505_20251214,07:36:30,07:37:00,94_34702,11,,0,0,
4505_20251214,07:40:30,07:41:00,94_34744,12,,0,0,
4505_20251214,07:45:00,07:45:30,94_34801,13,,0,0,
4505_20251214,07:50:00,07:50:30,94_34868,14,,0,0,
4505_20251214,07:55:30,07:56:00,94_35006,15,,0,0,
4505_20251214,07:58:30,07:59:00,94_35030,16,,0,0,
4505_20251214,08:01:30,08:02:00,94_35055,17,,0,0,
4505_20251214,08:10:30,08:11:00,94_35139,18,,0,0,
4505_20251214,08:13:30,08:14:00,94_35162,19,,0,0,
4505_20251214,08:16:00,08:16:30,94_35170,20,,0,0,
4505_20251214,08:19:00,08:19:00,94_36004,21,,0,0,
4505_20251226,06:40:00,06:40:00,94_34009,0,,0,0,
4505_20251226,06:46:30,06:47:00,94_34090,1,,0,0,
4505_20251226,06:51:30,06:52:00,94_34157,2,,0,0,
4505_20251226,06:56:00,06:56:30,94_34199,3,,0,0,
4505_20251226,07:00:00,07:00:30,94_34249,4,,0,0,
4505_20251226,07:03:30,07:04:00,94_34264,5,,0,0,
4505_20251226,07:08:30,07:09:00,94_34330,6,,0,0,
4505_20251226,07:16:30,07:17:00,94_34439,7,,0,0,
4505_20251226,07:21:30,07:22:00,94_34504,8,,0,0,
4505_20251226,07:26:00,07:26:30,94_34553,9,,0,0,
4505_20251226,07:32:00,07:32:30,94_34645,10,,0,0,
4505_20251226,07:36:30,07:37:00,94_34702,11,,0,0,
4505_20251226,07:40:30,07:41:00,94_34744,12,,0,0,
4505_20251226,07:45:00,07:45:30,94_34801,13,,0,0,
4505_20251226,07:50:00,07:50:30,94_34868,14,,0,0,
4505_20251226,07:55:30,07:56:00,94_35006,15,,0,0,
4505_20251226,07:58:30,07:59:00,94_35030,16,,0,0,
4505_20251226,08:01:30,08:02:00,94_35055,17,,0,0,
4505_20251226,08:10:30,08:11:00,94_35139,18,,0,0,
4505_20251226,08:13:30,08:14:00,94_35162,19,,0,0,
4505_20251226,08:16:00,08:16:30,94_35170,20,,0,0,
4505_20251226,08:19:00,08:19:00,94_36004,21,,0,0,
4505_20260102,06:40:00,06:40:00,94_34009,0,,0,0,
4505_20260102,06:46:30,06:47:00,94_34090,1,,0,0,
4505_20260102,06:51:30,06:52:00,94_34157,2,,0,0,
4505_20260102,06:56:00,06:56:30,94_34199,3,,0,0,
4505_20260102,07:00:00,07:00:30,94_34249,4,,0,0,
4505_20260102,07:03:30,07:04:00,94_34264,5,,0,0,
4505_20260102,07:08:30,07:09:00,94_34330,6,,0,0,
4505_20260102,07:16:30,07:17:00,94_34439,7,,0,0,
4505_20260102,07:21:30,07:22:00,94_34504,8,,0,0,
4505_20260102,07:26:00,07:26:30,94_34553,9,,0,0,
4505_20260102,07:32:00,07:32:30,94_34645,10,,0,0,
4505_20260102,07:36:30,07:37:00,94_34702,11,,0,0,
4505_20260102,07:40:30,07:41:00,94_34744,12,,0,0,
4505_20260102,07:45:00,07:45:30,94_34801,13,,0,0,
4505_20260102,07:50:00,07:50:30,94_34868,14,,0,0,
4505_20260102,07:55:30,07:56:00,94_35006,15,,0,0,
4505_20260102,07:58:30,07:59:00,94_35030,16,,0,0,
4505_20260102,08:01:30,08:02:00,94_35055,17,,0,0,
4505_20260102,08:10:30,08:11:00,94_35139,18,,0,0,
4505_20260102,08:13:30,08:14:00,94_35162,19,,0,0,
4505_20260102,08:16:00,08:16:30,94_35170,20,,0,0,
4505_20260102,08:19:00,08:19:00,94_36004,21,,0,0,
4506_20251214,08:23:00,08:23:00,94_36004,0,,0,0,
4506_20251214,08:26:00,08:26:30,94_35170,1,,0,0,
4506_20251214,08:28:30,08:29:00,94_35162,2,,0,0,
4506_20251214,08:32:30,08:33:00,94_35139,3,,0,0,
4506_20251214,08:38:30,08:39:00,94_35055,4,,0,0,
4506_20251214,08:41:30,08:42:00,94_35030,5,,0,0,
4506_20251214,08:45:30,08:46:00,94_35006,6,,0,0,
4506_20251214,08:51:00,08:51:30,94_34868,7,,0,0,
4506_20251214,08:58:00,09:04:00,94_34801,8,,0,0,
4506_20251214,09:08:30,09:09:00,94_34744,9,,0,0,
4506_20251214,09:12:30,09:13:00,94_34702,10,,0,0,
4506_20251214,09:17:00,09:17:30,94_34645,11,,0,0,
4506_20251214,09:23:00,09:23:30,94_34553,12,,0,0,
4506_20251214,09:28:00,09:28:30,94_34504,13,,0,0,
4506_20251214,09:33:30,09:34:00,94_34439,14,,0,0,
4506_20251214,09:40:30,09:41:00,94_34330,15,,0,0,
4506_20251214,09:45:30,09:46:00,94_34264,16,,0,0,
4506_20251214,09:49:00,09:49:30,94_34249,17,,0,0,
4506_20251214,09:53:00,09:53:30,94_34199,18,,0,0,
4506_20251214,09:57:30,09:58:00,94_34157,19,,0,0,
4506_20251214,10:02:30,10:03:00,94_34090,20,,0,0,
4506_20251214,10:09:00,10:09:00,94_34009,21,,0,0,
4507_20251214,07:11:00,07:11:00,94_35006,0,,0,0,
4507_20251214,07:15:00,07:15:30,94_35030,1,,0,0,
4507_20251214,07:18:00,07:18:30,94_35055,2,,0,0,
4507_20251214,07:27:00,07:27:30,94_35139,3,,0,0,
4507_20251214,07:30:00,07:30:30,94_35162,4,,0,0,
4507_20251214,07:32:30,07:33:00,94_35170,5,,0,0,
4507_20251214,07:36:00,07:36:00,94_36004,6,,0,0,
4507_20251228,07:11:00,07:11:00,94_35006,0,,0,0,
4507_20251228,07:15:00,07:15:30,94_35030,1,,0,0,
4507_20251228,07:18:00,07:18:30,94_35055,2,,0,0,
4507_20251228,07:27:00,07:27:30,94_35139,3,,0,0,
4507_20251228,07:30:00,07:30:30,94_35162,4,,0,0,
4507_20251228,07:32:30,07:33:00,94_35170,5,,0,0,
4507_20251228,07:36:00,07:36:00,94_36004,6,,0,0,
4507_20260102,07:11:00,07:11:00,94_35006,0,,0,0,
4507_20260102,07:15:00,07:15:30,94_35030,1,,0,0,
4507_20260102,07:18:00,07:18:30,94_35055,2,,0,0,
4507_20260102,07:27:00,07:27:30,94_35139,3,,0,0,
4507_20260102,07:30:00,07:30:30,94_35162,4,,0,0,
4507_20260102,07:32:30,07:33:00,94_35170,5,,0,0,
4507_20260102,07:36:00,07:36:00,94_36004,6,,0,0,
4508_20251214,10:22:00,10:22:00,94_36004,0,,0,0,
4508_20251214,10:25:00,10:25:30,94_35170,1,,0,0,
4508_20251214,10:27:30,10:28:00,94_35162,2,,0,0,
4508_20251214,10:31:30,10:32:00,94_35139,3,,0,0,
4508_20251214,10:37:30,10:38:00,94_35055,4,,0,0,
4508_20251214,10:40:30,10:41:00,94_35030,5,,0,0,
4508_20251214,10:44:30,10:45:00,94_35006,6,,0,0,
4508_20251214,10:50:00,10:50:30,94_34868,7,,0,0,
4508_20251214,10:57:30,11:03:30,94_34801,8,,0,0,
4508_20251214,11:08:00,11:08:30,94_34744,9,,0,0,
4508_20251214,11:12:00,11:12:30,94_34702,10,,0,0,
4508_20251214,11:16:30,11:17:00,94_34645,11,,0,0,
4508_20251214,11:22:30,11:23:00,94_34553,12,,0,0,
4508_20251214,11:27:30,11:28:00,94_34504,13,,0,0,
4508_20251214,11:33:00,11:33:30,94_34439,14,,0,0,
4508_20251214,11:40:00,11:40:30,94_34330,15,,0,0,
4508_20251214,11:45:00,11:45:30,94_34264,16,,0,0,
4508_20251214,11:48:30,11:49:00,94_34249,17,,0,0,
4508_20251214,11:52:30,11:53:00,94_34199,18,,0,0,
4508_20251214,11:57:00,11:57:30,94_34157,19,,0,0,
4508_20251214,12:02:00,12:02:30,94_34090,20,,0,0,
4508_20251214,12:09:00,12:09:00,94_34009,21,,0,0,
4509_20251214,07:40:00,07:40:00,94_34009,0,,0,0,
4509_20251214,07:46:30,07:47:00,94_34090,1,,0,0,
4509_20251214,07:51:30,07:52:00,94_34157,2,,0,0,
4509_20251214,07:56:00,07:56:30,94_34199,3,,0,0,
4509_20251214,08:00:30,08:07:00,94_34249,4,,0,0,
4509_20251214,08:10:30,08:11:00,94_34264,5,,0,0,
4509_20251214,08:15:30,08:16:00,94_34330,6,,0,0,
4509_20251214,08:23:30,08:24:00,94_34439,7,,0,0,
4509_20251214,08:28:30,08:29:00,94_34504,8,,0,0,
4509_20251214,08:33:00,08:33:30,94_34553,9,,0,0,
4509_20251214,08:39:00,08:39:30,94_34645,10,,0,0,
4509_20251214,08:43:30,08:44:00,94_34702,11,,0,0,
4509_20251214,08:47:30,08:48:00,94_34744,12,,0,0,
4509_20251214,08:52:00,08:52:30,94_34801,13,,0,0,
4509_20251214,08:56:30,08:57:00,94_34868,14,,0,0,
4509_20251214,09:02:00,09:02:30,94_35006,15,,0,0,
4509_20251214,09:05:00,09:05:30,94_35030,16,,0,0,
4509_20251214,09:08:00,09:08:30,94_35055,17,,0,0,
4509_20251214,09:16:00,09:16:30,94_35139,18,,0,0,
4509_20251214,09:19:00,09:19:30,94_35162,19,,0,0,
4509_20251214,09:21:30,09:22:00,94_35170,20,,0,0,
4509_20251214,09:26:00,09:26:00,94_36004,21,,0,0,
4510_20251214,13:30:00,13:30:00,94_36004,0,,0,0,
4510_20251214,13:33:00,13:33:30,94_35170,1,,0,0,
4510_20251214,13:35:30,13:36:00,94_35162,2,,0,0,
4510_20251214,13:39:30,13:40:00,94_35139,3,,0,0,
4510_20251214,13:45:30,13:46:00,94_35055,4,,0,0,
4510_20251214,13:48:30,13:49:00,94_35030,5,,0,0,
4510_20251214,13:52:30,13:53:00,94_35006,6,,0,0,
4510_20251214,13:58:00,13:58:30,94_34868,7,,0,0,
4510_20251214,14:05:00,14:05:30,94_34801,8,,0,0,
4510_20251214,14:09:30,14:10:00,94_34744,9,,0,0,
4510_20251214,14:13:30,14:14:00,94_34702,10,,0,0,
4510_20251214,14:18:00,14:18:30,94_34645,11,,0,0,
4510_20251214,14:32:30,14:33:00,94_34553,12,,0,0,
4510_20251214,14:37:30,14:38:00,94_34504,13,,0,0,
4510_20251214,14:43:00,14:43:30,94_34439,14,,0,0,
4510_20251214,14:50:00,14:50:30,94_34330,15,,0,0,
4510_20251214,14:55:00,14:55:30,94_34264,16,,0,0,
4510_20251214,14:58:30,14:59:00,94_34249,17,,0,0,
4510_20251214,15:02:30,15:03:00,94_34199,18,,0,0,
4510_20251214,15:07:00,15:07:30,94_34157,19,,0,0,
4510_20251214,15:12:00,15:12:30,94_34090,20,,0,0,
4510_20251214,15:19:00,15:19:00,94_34009,21,,0,0,
4511_20251214,08:40:00,08:40:00,94_34009,0,,0,0,
4511_20251214,08:46:30,08:47:00,94_34090,1,,0,0,
4511_20251214,08:51:30,08:52:00,94_34157,2,,0,0,
4511_20251214,08:56:00,08:56:30,94_34199,3,,0,0,
4511_20251214,09:00:00,09:00:30,94_34249,4,,0,0,
4511_20251214,09:03:30,09:04:00,94_34264,5,,0,0,
4511_20251214,09:08:30,09:15:00,94_34330,6,,0,0,
4511_20251214,09:22:30,09:23:00,94_34439,7,,0,0,
4511_20251214,09:27:30,09:28:00,94_34504,8,,0,0,
4511_20251214,09:32:00,09:32:30,94_34553,9,,0,0,
4511_20251214,09:38:00,09:38:30,94_34645,10,,0,0,
4511_20251214,09:42:30,09:43:00,94_34702,11,,0,0,
4511_20251214,09:46:30,09:47:00,94_34744,12,,0,0,
4511_20251214,09:51:00,09:51:30,94_34801,13,,0,0,
4511_20251214,09:55:30,09:56:00,94_34868,14,,0,0,
4511_20251214,10:01:00,10:01:30,94_35006,15,,0,0,
4511_20251214,10:04:00,10:04:30,94_35030,16,,0,0,
4511_20251214,10:07:00,10:07:30,94_35055,17,,0,0,
4511_20251214,10:15:00,10:15:30,94_35139,18,,0,0,
4511_20251214,10:18:00,10:18:30,94_35162,19,,0,0,
4511_20251214,10:20:30,10:21:00,94_35170,20,,0,0,
4511_20251214,10:25:00,10:25:00,94_36004,21,,0,0,
4512_20251214,16:27:00,16:27:00,94_36004,0,,0,0,
4512_20251214,16:30:00,16:30:30,94_35170,1,,0,0,
4512_20251214,16:32:30,16:33:00,94_35162,2,,0,0,
4512_20251214,16:36:30,16:37:00,94_35139,3,,0,0,
4512_20251214,16:42:30,16:43:00,94_35055,4,,0,0,
4512_20251214,16:45:30,16:46:00,94_35030,5,,0,0,
4512_20251214,16:48:30,16:49:00,94_35006,6,,0,0,
4512_20251214,16:54:00,16:54:30,94_34868,7,,0,0,
4512_20251214,17:01:00,17:01:30,94_34801,8,,0,0,
4512_20251214,17:05:30,17:06:00,94_34744,9,,0,0,
4512_20251214,17:09:30,17:10:00,94_34702,10,,0,0,
4512_20251214,17:15:00,17:15:30,94_34645,11,,0,0,
4512_20251214,17:21:00,17:21:30,94_34553,12,,0,0,
4512_20251214,17:26:00,17:26:30,94_34504,13,,0,0,
4512_20251214,17:31:30,17:32:00,94_34439,14,,0,0,
4512_20251214,17:38:30,17:39:00,94_34330,15,,0,0,
4512_20251214,17:43:30,17:44:00,94_34264,16,,0,0,
4512_20251214,17:47:00,17:47:30,94_34249,17,,0,0,
4512_20251214,17:51:00,17:51:30,94_34199,18,,0,0,
4512_20251214,17:55:30,17:56:00,94_34157,19,,0,0,
4512_20251214,18:00:30,18:01:00,94_34090,20,,0,0,
4512_20251214,18:07:00,18:07:00,94_34009,21,,0,0,
4513_20251214,10:37:00,10:37:00,94_34009,0,,0,0,
4513_20251214,10:43:30,10:44:00,94_34090,1,,0,0,
4513_20251214,10:48:30,10:49:00,94_34157,2,,0,0,
4513_20251214,10:53:00,10:53:30,94_34199,3,,0,0,
4513_20251214,10:57:00,10:57:30,94_34249,4,,0,0,
4513_20251214,11:00:30,11:01:00,94_34264,5,,0,0,
4513_20251214,11:06:00,11:12:00,94_34330,6,,0,0,
4513_20251214,11:19:30,11:20:00,94_34439,7,,0,0,
4513_20251214,11:24:30,11:25:00,94_34504,8,,0,0,
4513_20251214,11:29:00,11:29:30,94_34553,9,,0,0,
4513_20251214,11:35:00,11:35:30,94_34645,10,,0,0,
4513_20251214,11:39:30,11:40:00,94_34702,11,,0,0,
4513_20251214,11:43:30,11:44:00,94_34744,12,,0,0,
4513_20251214,11:48:00,11:48:30,94_34801,13,,0,0,
4513_20251214,11:52:30,11:53:00,94_34868,14,,0,0,
4513_20251214,11:58:00,11:58:30,94_35006,15,,0,0,
4513_20251214,12:01:00,12:01:30,94_35030,16,,0,0,
4513_20251214,12:04:00,12:04:30,94_35055,17,,0,0,
4513_20251214,12:13:00,12:13:30,94_35139,18,,0,0,
4513_20251214,12:16:00,12:16:30,94_35162,19,,0,0,
4513_20251214,12:18:30,12:19:00,94_35170,20,,0,0,
4513_20251214,12:22:00,12:22:00,94_36004,21,,0,0,
4514_20251214,17:22:00,17:22:00,94_36004,0,,0,0,
4514_20251214,17:25:00,17:25:30,94_35170,1,,0,0,
4514_20251214,17:27:30,17:28:00,94_35162,2,,0,0,
4514_20251214,17:31:30,17:32:00,94_35139,3,,0,0,
4514_20251214,17:37:30,17:38:00,94_35055,4,,0,0,
4514_20251214,17:40:30,17:41:00,94_35030,5,,0,0,
4514_20251214,17:44:30,17:45:00,94_35006,6,,0,0,
4514_20251214,17:50:00,17:50:30,94_34868,7,,0,0,
4514_20251214,17:57:30,18:04:00,94_34801,8,,0,0,
4514_20251214,18:08:30,18:09:00,94_34744,9,,0,0,
4514_20251214,18:12:30,18:13:00,94_34702,10,,0,0,
4514_20251214,18:17:00,18:17:30,94_34645,11,,0,0,
4514_20251214,18:23:00,18:23:30,94_34553,12,,0,0,
4514_20251214,18:28:00,18:28:30,94_34504,13,,0,0,
4514_20251214,18:33:30,18:34:00,94_34439,14,,0,0,
4514_20251214,18:40:30,18:41:00,94_34330,15,,0,0,
4514_20251214,18:45:30,18:46:00,94_34264,16,,0,0,
4514_20251214,18:49:00,18:49:30,94_34249,17,,0,0,
4514_20251214,18:53:00,18:53:30,94_34199,18,,0,0,
4514_20251214,18:57:30,18:58:00,94_34157,19,,0,0,
4514_20251214,19:02:30,19:03:00,94_34090,20,,0,0,
4514_20251214,19:09:00,19:09:00,94_34009,21,,0,0,
4515_20251214,12:37:00,12:37:00,94_34009,0,,0,0,
4515_20251214,12:43:30,12:44:00,94_34090,1,,0,0,
4515_20251214,12:48:30,12:49:00,94_34157,2,,0,0,
4515_20251214,12:53:00,12:53:30,94_34199,3,,0,0,
4515_20251214,12:57:00,12:57:30,94_34249,4,,0,0,
4515_20251214,13:00:30,13:01:00,94_34264,5,,0,0,
4515_20251214,13:06:00,13:12:00,94_34330,6,,0,0,
4515_20251214,13:19:30,13:20:00,94_34439,7,,0,0,
4515_20251214,13:24:30,13:25:00,94_34504,8,,0,0,
4515_20251214,13:29:00,13:29:30,94_34553,9,,0,0,
4515_20251214,13:35:00,13:35:30,94_34645,10,,0,0,
4515_20251214,13:39:30,13:40:00,94_34702,11,,0,0,
4515_20251214,13:43:30,13:44:00,94_34744,12,,0,0,
4515_20251214,13:48:00,13:48:30,94_34801,13,,0,0,
4515_20251214,13:52:30,13:53:00,94_34868,14,,0,0,
4515_20251214,13:58:00,13:58:30,94_35006,15,,0,0,
4515_20251214,14:01:00,14:01:30,94_35030,16,,0,0,
4515_20251214,14:04:00,14:04:30,94_35055,17,,0,0,
4515_20251214,14:12:00,14:12:30,94_35139,18,,0,0,
4515_20251214,14:15:00,14:15:30,94_35162,19,,0,0,
4515_20251214,14:17:30,14:18:00,94_35170,20,,0,0,
4515_20251214,14:22:00,14:22:00,94_36004,21,,0,0,
4516_20251214,18:23:00,18:23:00,94_36004,0,,0,0,
4516_20251214,18:26:00,18:26:30,94_35170,1,,0,0,
4516_20251214,18:28:30,18:29:00,94_35162,2,,0,0,
4516_20251214,18:32:30,18:33:00,94_35139,3,,0,0,
4516_20251214,18:38:30,18:39:00,94_35055,4,,0,0,
4516_20251214,18:41:30,18:42:00,94_35030,5,,0,0,
4516_20251214,18:44:30,18:45:00,94_35006,6,,0,0,
4516_20251214,18:50:00,18:50:30,94_34868,7,,0,0,
4516_20251214,18:57:30,19:03:30,94_34801,8,,0,0,
4516_20251214,19:08:00,19:08:30,94_34744,9,,0,0,
4516_20251214,19:12:00,19:12:30,94_34702,10,,0,0,
4516_20251214,19:17:30,19:18:00,94_34645,11,,0,0,
4516_20251214,19:32:00,19:32:30,94_34553,12,,0,0,
4516_20251214,19:37:00,19:37:30,94_34504,13,,0,0,
4516_20251214,19:42:30,19:43:00,94_34439,14,,0,0,
4516_20251214,19:49:30,19:50:00,94_34330,15,,0,0,
4516_20251214,19:54:30,19:55:00,94_34264,16,,0,0,
4516_20251214,19:58:00,19:58:30,94_34249,17,,0,0,
4516_20251214,20:02:00,20:02:30,94_34199,18,,0,0,
4516_20251214,20:06:30,20:07:00,94_34157,19,,0,0,
4516_20251214,20:11:30,20:12:00,94_34090,20,,0,0,
4516_20251214,20:18:00,20:18:00,94_34009,21,,0,0,
4517_20251214,15:37:00,15:37:00,94_34009,0,,0,0,
4517_20251214,15:43:30,15:44:00,94_34090,1,,0,0,
4517_20251214,15:48:30,15:49:00,94_34157,2,,0,0,
4517_20251214,15:53:00,15:53:30,94_34199,3,,0,0,
4517_20251214,15:57:00,15:57:30,94_34249,4,,0,0,
4517_20251214,16:00:30,16:01:00,94_34264,5,,0,0,
4517_20251214,16:05:30,16:06:00,94_34330,6,,0,0,
4517_20251214,16:13:30,16:14:00,94_34439,7,,0,0,
4517_20251214,16:18:30,16:19:00,94_34504,8,,0,0,
4517_20251214,16:23:00,16:23:30,94_34553,9,,0,0,
4517_20251214,16:29:00,16:29:30,94_34645,10,,0,0,
4517_20251214,16:33:30,16:34:00,94_34702,11,,0,0,
4517_20251214,16:37:30,16:38:00,94_34744,12,,0,0,
4517_20251214,16:42:00,16:42:30,94_34801,13,,0,0,
4517_20251214,16:46:30,16:47:00,94_34868,14,,0,0,
4517_20251214,16:52:00,16:52:30,94_35006,15,,0,0,
4517_20251214,16:55:00,16:55:30,94_35030,16,,0,0,
4517_20251214,16:58:00,16:58:30,94_35055,17,,0,0,
4517_20251214,17:07:00,17:07:30,94_35139,18,,0,0,
4517_20251214,17:10:00,17:10:30,94_35162,19,,0,0,
4517_20251214,17:12:30,17:13:00,94_35170,20,,0,0,
4517_20251214,17:16:00,17:16:00,94_36004,21,,0,0,
4518_20251214,19:22:00,19:22:00,94_36004,0,,0,0,
4518_20251214,19:25:00,19:25:30,94_35170,1,,0,0,
4518_20251214,19:27:30,19:28:00,94_35162,2,,0,0,
4518_20251214,19:31:30,19:32:00,94_35139,3,,0,0,
4518_20251214,19:37:30,19:38:00,94_35055,4,,0,0,
4518_20251214,19:40:30,19:41:00,94_35030,5,,0,0,
4518_20251214,19:44:30,19:45:00,94_35006,6,,0,0,
4518_20251214,19:50:00,19:50:30,94_34868,7,,0,0,
4518_20251214,19:57:30,20:03:30,94_34801,8,,0,0,
4518_20251214,20:08:00,20:08:30,94_34744,9,,0,0,
4518_20251214,20:12:00,20:12:30,94_34702,10,,0,0,
4518_20251214,20:17:00,20:17:30,94_34645,11,,0,0,
4518_20251214,20:23:00,20:23:30,94_34553,12,,0,0,
4518_20251214,20:28:00,20:28:30,94_34504,13,,0,0,
4518_20251214,20:33:30,20:34:00,94_34439,14,,0,0,
4518_20251214,20:40:30,20:41:00,94_34330,15,,0,0,
4518_20251214,20:45:30,20:46:00,94_34264,16,,0,0,
4518_20251214,20:49:00,20:49:30,94_34249,17,,0,0,
4518_20251214,20:53:00,20:53:30,94_34199,18,,0,0,
4518_20251214,20:57:30,20:58:00,94_34157,19,,0,0,
4518_20251214,21:02:30,21:03:00,94_34090,20,,0,0,
4518_20251214,21:09:00,21:09:00,94_34009,21,,0,0,
4519_20251214,17:37:00,17:37:00,94_34009,0,,0,0,
4519_20251214,17:43:30,17:44:00,94_34090,1,,0,0,
4519_20251214,17:48:30,17:49:00,94_34157,2,,0,0,
4519_20251214,17:53:00,17:53:30,94_34199,3,,0,0,
4519_20251214,17:57:00,17:57:30,94_34249,4,,0,0,
4519_20251214,18:00:30,18:01:00,94_34264,5,,0,0,
4519_20251214,18:06:00,18:12:00,94_34330,6,,0,0,
4519_20251214,18:19:30,18:20:00,94_34439,7,,0,0,
4519_20251214,18:24:30,18:25:00,94_34504,8,,0,0,
4519_20251214,18:29:00,18:29:30,94_34553,9,,0,0,
4519_20251214,18:35:00,18:35:30,94_34645,10,,0,0,
4519_20251214,18:39:30,18:40:00,94_34702,11,,0,0,
4519_20251214,18:43:30,18:44:00,94_34744,12,,0,0,
4519_20251214,18:48:00,18:48:30,94_34801,13,,0,0,
4519_20251214,18:52:30,18:53:00,94_34868,14,,0,0,
4519_20251214,18:58:00,18:58:30,94_35006,15,,0,0,
4519_20251214,19:01:00,19:01:30,94_35030,16,,0,0,
