trip_id,arrival_time,departure_time,stop_id,stop_sequence,stop_headsign,pickup_type,drop_off_type,shape_dist_traveled
4519_20251214,19:04:00,19:04:30,94_35055,17,,0,0,
4519_20251214,19:12:00,19:12:30,94_35139,18,,0,0,
4519_20251214,19:15:30,19:16:00,94_35162,19,,0,0,
4519_20251214,19:18:30,19:19:00,94_35170,20,,0,0,
4519_20251214,19:23:00,19:23:00,94_36004,21,,0,0,
4520_20251214,20:22:00,20:22:00,94_36004,0,,0,0,
4520_20251214,20:24:30,20:25:00,94_35170,1,,0,0,
4520_20251214,20:27:00,20:27:30,94_35162,2,,0,0,
4520_20251214,20:31:00,20:31:30,94_35139,3,,0,0,
4520_20251214,20:37:00,20:37:30,94_35055,4,,0,0,
4520_20251214,20:40:00,20:40:30,94_35030,5,,0,0,
4520_20251214,20:44:00,20:44:30,94_35006,6,,0,0,
4520_20251214,20:49:30,20:50:00,94_34868,7,,0,0,
4520_20251214,20:56:30,20:57:00,94_34801,8,,0,0,
4520_20251214,21:01:00,21:01:30,94_34744,9,,0,0,
4520_20251214,21:05:00,21:05:30,94_34702,10,,0,0,
4520_20251214,21:09:30,21:10:00,94_34645,11,,0,0,
4520_20251214,21:15:30,21:16:00,94_34553,12,,0,0,
4520_20251214,21:20:30,21:21:00,94_34504,13,,0,0,
4520_20251214,21:26:00,21:26:30,94_34439,14,,0,0,
4520_20251214,21:33:00,21:33:30,94_34330,15,,0,0,
4520_20251214,21:38:00,21:38:30,94_34264,16,,0,0,
4520_20251214,21:42:00,21:48:00,94_34249,17,,0,0,
4520_20251214,21:52:00,21:52:30,94_34199,18,,0,0,
4520_20251214,21:56:30,21:57:00,94_34157,19,,0,0,
4520_20251214,22:01:30,22:02:00,94_34090,20,,0,0,
4520_20251214,22:08:00,22:08:00,94_34009,21,,0,0,
4521_20251214,18:40:00,18:40:00,94_34009,0,,0,0,
4521_20251214,18:46:30,18:47:00,94_34090,1,,0,0,
4521_20251214,18:51:30,18:52:00,94_34157,2,,0,0,
4521_20251214,18:56:00,18:56:30,94_34199,3,,0,0,
4521_20251214,19:01:00,19:07:00,94_34249,4,,0,0,
4521_20251214,19:10:30,19:11:00,94_34264,5,,0,0,
4521_20251214,19:15:30,19:16:00,94_34330,6,,0,0,
4521_20251214,19:23:30,19:24:00,94_34439,7,,0,0,
4521_20251214,19:28:30,19:29:00,94_34504,8,,0,0,
4521_20251214,19:33:00,19:33:30,94_34553,9,,0,0,
4521_20251214,19:39:00,19:39:30,94_34645,10,,0,0,
4521_20251214,19:43:30,19:44:00,94_34702,11,,0,0,
4521_20251214,19:47:30,19:48:00,94_34744,12,,0,0,
4521_20251214,19:52:00,19:52:30,94_34801,13,,0,0,
4521_20251214,19:56:30,19:57:00,94_34868,14,,0,0,
4521_20251214,20:02:00,20:02:30,94_35006,15,,0,0,
4521_20251214,20:05:00,20:05:30,94_35030,16,,0,0,
4521_20251214,20:08:00,20:08:30,94_35055,17,,0,0,
4521_20251214,20:17:00,20:17:30,94_35139,18,,0,0,
4521_20251214,20:20:00,20:20:30,94_35162,19,,0,0,
4521_20251214,20:22:30,20:23:00,94_35170,20,,0,0,
4521_20251214,20:26:00,20:26:00,94_36004,21,,0,0,
4523_20251214,19:40:00,19:40:00,94_34009,0,,0,0,
4523_20251214,19:47:00,19:47:30,94_34090,1,,0,0,
4523_20251214,19:52:00,19:52:30,94_34157,2,,0,0,
4523_20251214,19:56:30,19:57:00,94_34199,3,,0,0,
4523_20251214,20:01:00,20:07:00,94_34249,4,,0,0,
4523_20251214,20:10:30,20:11:00,94_34264,5,,0,0,
4523_20251214,20:15:30,20:16:00,94_34330,6,,0,0,
4523_20251214,20:23:30,20:24:00,94_34439,7,,0,0,
4523_20251214,20:28:30,20:29:00,94_34504,8,,0,0,
4523_20251214,20:33:00,20:33:30,94_34553,9,,0,0,
4523_20251214,20:39:00,20:39:30,94_34645,10,,0,0,
4523_20251214,20:43:30,20:44:00,94_34702,11,,0,0,
4523_20251214,20:47:30,20:48:00,94_34744,12,,0,0,
4523_20251214,20:52:00,20:52:30,94_34801,13,,0,0,
4523_20251214,20:56:30,20:57:00,94_34868,14,,0,0,
4523_20251214,21:02:00,21:02:30,94_35006,15,,0,0,
4523_20251214,21:05:00,21:05:30,94_35030,16,,0,0,
4523_20251214,21:08:00,21:08:30,94_35055,17,,0,0,
4523_20251214,21:17:00,21:17:30,94_35139,18,,0,0,
4523_20251214,21:20:00,21:20:30,94_35162,19,,0,0,
4523_20251214,21:22:30,21:23:00,94_35170,20,,0,0,
4523_20251214,21:26:00,21:26:00,94_36004,21,,0,0,
4601_20251214,05:40:00,05:40:00,94_36004,0,,0,0,
4601_20251214,05:43:30,05:44:00,94_36046,1,,0,0,
4601_20251214,05:46:00,05:46:30,94_36053,2,,0,0,
4601_20251214,05:50:00,05:50:30,94_36087,3,,0,0,
4601_20251214,05:55:30,05:56:30,94_37002,4,,0,0,
4601_20251214,06:00:30,06:01:00,94_37051,5,,0,0,
4601_20251214,06:06:00,06:06:30,94_37093,6,,0,0,
4601_20251214,06:08:00,06:08:30,94_37119,7,,0,0,
4601_20251214,06:12:00,06:12:30,94_37143,8,,0,0,
4601_20251214,06:15:30,06:16:00,94_37184,9,,0,0,
4601_20251214,06:19:00,06:19:30,94_37218,10,,0,0,
4601_20251214,06:23:30,06:24:00,94_37275,11,,0,0,
4601_20251214,06:29:30,06:30:00,94_37358,12,,0,0,
4601_20251214,06:35:00,06:35:00,94_38000,13,,0,0,
4603_20251214,06:33:00,06:33:00,94_36004,0,,0,0,
4603_20251214,06:36:00,06:36:30,94_36046,1,,0,0,
4603_20251214,06:38:30,06:39:00,94_36053,2,,0,0,
4603_20251214,06:42:30,06:43:00,94_36087,3,,0,0,
4603_20251214,06:48:00,06:49:00,94_37002,4,,0,0,
4603_20251214,06:53:00,06:53:30,94_37051,5,,0,0,
4603_20251214,06:58:00,06:58:30,94_37093,6,,0,0,
4603_20251214,07:00:00,07:00:30,94_37119,7,,0,0,
4603_20251214,07:04:00,07:04:30,94_37143,8,,0,0,
4603_20251214,07:07:30,07:08:00,94_37184,9,,0,0,
4603_20251214,07:11:00,07:11:30,94_37218,10,,0,0,
4603_20251214,07:15:30,07:16:00,94_37275,11,,0,0,
4603_20251214,07:21:30,07:22:00,94_37358,12,,0,0,
4603_20251214,07:27:00,07:27:00,94_38000,13,,0,0,
4603_20251226,06:33:00,06:33:00,94_36004,0,,0,0,
4603_20251226,06:36:00,06:36:30,94_36046,1,,0,0,
4603_20251226,06:38:30,06:39:00,94_36053,2,,0,0,
4603_20251226,06:42:30,06:43:00,94_36087,3,,0,0,
4603_20251226,06:48:00,06:49:00,94_37002,4,,0,0,
4603_20251226,06:53:00,06:53:30,94_37051,5,,0,0,
4603_20251226,06:58:00,06:58:30,94_37093,6,,0,0,
4603_20251226,07:00:00,07:00:30,94_37119,7,,0,0,
4603_20251226,07:04:00,07:04:30,94_37143,8,,0,0,
4603_20251226,07:07:30,07:08:00,94_37184,9,,0,0,
4603_20251226,07:11:00,07:11:30,94_37218,10,,0,0,
4603_20251226,07:15:30,07:16:00,94_37275,11,,0,0,
4603_20251226,07:21:30,07:22:00,94_37358,12,,0,0,
4603_20251226,07:27:00,07:27:00,94_38000,13,,0,0,
4603_20260102,06:33:00,06:33:00,94_36004,0,,0,0,
4603_20260102,06:36:00,06:36:30,94_36046,1,,0,0,
4603_20260102,06:38:30,06:39:00,94_36053,2,,0,0,
4603_20260102,06:42:30,06:43:00,94_36087,3,,0,0,
4603_20260102,06:48:00,06:49:00,94_37002,4,,0,0,
4603_20260102,06:53:00,06:53:30,94_37051,5,,0,0,
4603_20260102,06:58:00,06:58:30,94_37093,6,,0,0,
4603_20260102,07:00:00,07:00:30,94_37119,7,,0,0,
4603_20260102,07:04:00,07:04:30,94_37143,8,,0,0,
4603_20260102,07:07:30,07:08:00,94_37184,9,,0,0,
4603_20260102,07:11:00,07:11:30,94_37218,10,,0,0,
4603_20260102,07:15:30,07:16:00,94_37275,11,,0,0,
4603_20260102,07:21:30,07:22:00,94_37358,12,,0,0,
4603_20260102,07:27:00,07:27:00,94_38000,13,,0,0,
4605_20251214,07:50:00,07:50:00,94_36004,0,,0,0,
4605_20251214,07:53:00,07:53:30,94_36046,1,,0,0,
4605_20251214,07:55:30,07:56:00,94_36053,2,,0,0,
4605_20251214,07:59:30,08:00:00,94_36087,3,,0,0,
4605_20251214,08:05:00,08:06:00,94_37002,4,,0,0,
4605_20251214,08:10:00,08:10:30,94_37051,5,,0,0,
4605_20251214,08:15:00,08:15:30,94_37093,6,,0,0,
4605_20251214,08:17:00,08:17:30,94_37119,7,,0,0,
4605_20251214,08:21:00,08:21:30,94_37143,8,,0,0,
4605_20251214,08:24:30,08:25:00,94_37184,9,,0,0,
4605_20251214,08:28:00,08:28:30,94_37218,10,,0,0,
4605_20251214,08:32:30,08:33:00,94_37275,11,,0,0,
4605_20251214,08:38:30,08:39:00,94_37358,12,,0,0,
4605_20251214,08:44:00,08:44:00,94_38000,13,,0,0,
4607_20251214,08:50:00,08:50:00,94_36004,0,,0,0,
4607_20251214,08:54:00,08:54:30,94_36046,1,,0,0,
4607_20251214,08:56:30,08:57:00,94_36053,2,,0,0,
4607_20251214,09:00:30,09:01:00,94_36087,3,,0,0,
4607_20251214,09:06:00,09:06:30,94_37002,4,,0,0,
4607_20251214,09:10:30,09:11:00,94_37051,5,,0,0,
4607_20251214,09:15:30,09:16:00,94_37093,6,,0,0,
4607_20251214,09:17:30,09:18:00,94_37119,7,,0,0,
4607_20251214,09:21:30,09:22:00,94_37143,8,,0,0,
4607_20251214,09:25:00,09:25:30,94_37184,9,,0,0,
4607_20251214,09:28:30,09:29:00,94_37218,10,,0,0,
4607_20251214,09:33:00,09:33:30,94_37275,11,,0,0,
4607_20251214,09:39:00,09:39:30,94_37358,12,,0,0,
4607_20251214,09:45:00,09:47:30,94_38000,13,,0,0,
4607_20251214,09:52:00,09:52:30,94_38075,14,,0,0,
4607_20251214,09:58:00,09:58:30,94_38158,15,,0,0,
4607_20251214,10:03:00,10:03:30,94_38216,16,,0,0,
4607_20251214,10:08:30,10:09:00,94_38299,17,,0,0,
4607_20251214,10:16:00,10:16:30,94_38406,18,,0,0,
4607_20251214,10:20:00,10:20:30,94_39008,19,,0,0,
4607_20251214,10:28:30,10:29:00,94_39115,20,,0,0,
4607_20251214,10:33:00,10:33:30,94_39164,21,,0,0,
4607_20251214,10:35:00,10:35:30,94_39172,22,,0,0,
4607_20251214,10:40:00,10:40:00,94_2006,23,,0,0,
4609_20251214,10:13:00,10:13:00,94_36004,0,,0,0,
4609_20251214,10:16:30,10:17:00,94_36046,1,,0,0,
4609_20251214,10:19:00,10:19:30,94_36053,2,,0,0,
4609_20251214,10:23:00,10:23:30,94_36087,3,,0,0,
4609_20251214,10:28:30,10:29:00,94_37002,4,,0,0,
4609_20251214,10:33:00,10:33:30,94_37051,5,,0,0,
4609_20251214,10:38:00,10:38:30,94_37093,6,,0,0,
4609_20251214,10:40:00,10:40:30,94_37119,7,,0,0,
4609_20251214,10:44:00,10:44:30,94_37143,8,,0,0,
4609_20251214,10:47:30,10:48:00,94_37184,9,,0,0,
4609_20251214,10:51:00,10:51:30,94_37218,10,,0,0,
4609_20251214,10:55:30,10:56:00,94_37275,11,,0,0,
4609_20251214,11:01:30,11:02:00,94_37358,12,,0,0,
4609_20251214,11:07:00,11:07:00,94_38000,13,,0,0,
4611_20251214,11:00:00,11:00:00,94_36004,0,,0,0,
4611_20251214,11:03:00,11:03:30,94_36046,1,,0,0,
4611_20251214,11:05:30,11:06:00,94_36053,2,,0,0,
4611_20251214,11:09:30,11:10:00,94_36087,3,,0,0,
4611_20251214,11:15:30,11:16:00,94_37002,4,,0,0,
4611_20251214,11:20:00,11:20:30,94_37051,5,,0,0,
4611_20251214,11:25:00,11:25:30,94_37093,6,,0,0,
4611_20251214,11:27:00,11:27:30,94_37119,7,,0,0,
4611_20251214,11:31:00,11:31:30,94_37143,8,,0,0,
4611_20251214,11:34:30,11:35:00,94_37184,9,,0,0,
4611_20251214,11:38:00,11:38:30,94_37218,10,,0,0,
4611_20251214,11:42:30,11:43:00,94_37275,11,,0,0,
4611_20251214,11:48:30,11:49:00,94_37358,12,,0,0,
4611_20251214,11:54:00,11:54:00,94_38000,13,,0,0,
4613_20251214,11:50:00,11:50:00,94_36004,0,,0,0,
4613_20251214,11:54:00,11:54:30,94_36046,1,,0,0,
4613_20251214,11:56:30,11:57:00,94_36053,2,,0,0,
4613_20251214,12:00:30,12:01:00,94_36087,3,,0,0,
4613_20251214,12:06:00,12:06:30,94_37002,4,,0,0,
4613_20251214,12:10:30,12:11:00,94_37051,5,,0,0,
4613_20251214,12:15:30,12:16:00,94_37093,6,,0,0,
4613_20251214,12:17:30,12:18:00,94_37119,7,,0,0,
4613_20251214,12:21:30,12:22:00,94_37143,8,,0,0,
4613_20251214,12:25:00,12:25:30,94_37184,9,,0,0,
4613_20251214,12:28:30,12:29:00,94_37218,10,,0,0,
4613_20251214,12:33:00,12:33:30,94_37275,11,,0,0,
4613_20251214,12:39:00,12:39:30,94_37358,12,,0,0,
4613_20251214,12:45:00,12:45:00,94_38000,13,,0,0,
4615_20251214,12:50:00,12:50:00,94_36004,0,,0,0,
4615_20251214,12:53:00,12:53:30,94_36046,1,,0,0,
4615_20251214,12:55:30,12:56:00,94_36053,2,,0,0,
4615_20251214,12:59:30,13:00:00,94_36087,3,,0,0,
4615_20251214,13:05:30,13:06:00,94_37002,4,,0,0,
4615_20251214,13:10:00,13:10:30,94_37051,5,,0,0,
4615_20251214,13:15:00,13:15:30,94_37093,6,,0,0,
4615_20251214,13:17:00,13:17:30,94_37119,7,,0,0,
4615_20251214,13:21:00,13:21:30,94_37143,8,,0,0,
4615_20251214,13:24:30,13:25:00,94_37184,9,,0,0,
4615_20251214,13:28:00,13:28:30,94_37218,10,,0,0,
4615_20251214,13:32:30,13:33:00,94_37275,11,,0,0,
4615_20251214,13:38:30,13:39:00,94_37358,12,,0,0,
4615_20251214,13:44:00,13:44:00,94_38000,13,,0,0,
4617_20251214,13:50:00,13:50:00,94_36004,0,,0,0,
4617_20251214,13:54:00,13:54:30,94_36046,1,,0,0,
4617_20251214,13:56:30,13:57:00,94_36053,2,,0,0,
4617_20251214,14:00:30,14:01:00,94_36087,3,,0,0,
4617_20251214,14:06:00,14:06:30,94_37002,4,,0,0,
4617_20251214,14:10:30,14:11:00,94_37051,5,,0,0,
4617_20251214,14:15:30,14:16:00,94_37093,6,,0,0,
4617_20251214,14:17:30,14:18:00,94_37119,7,,0,0,
4617_20251214,14:21:30,14:22:00,94_37143,8,,0,0,
4617_20251214,14:25:00,14:25:30,94_37184,9,,0,0,
4617_20251214,14:28:30,14:29:00,94_37218,10,,0,0,
4617_20251214,14:33:00,14:33:30,94_37275,11,,0,0,
4617_20251214,14:39:00,14:39:30,94_37358,12,,0,0,
4617_20251214,14:45:00,14:45:00,94_38000,13,,0,0,
4619_20251214,14:56:00,14:56:00,94_36004,0,,0,0,
4619_20251214,14:59:30,15:00:00,94_36046,1,,0,0,
4619_20251214,15:02:00,15:02:30,94_36053,2,,0,0,
4619_20251214,15:05:30,15:06:00,94_36087,3,,0,0,
4619_20251214,15:11:00,15:12:00,94_37002,4,,0,0,
4619_20251214,15:16:00,15:16:30,94_37051,5,,0,0,
4619_20251214,15:21:00,15:21:30,94_37093,6,,0,0,
4619_20251214,15:23:00,15:23:30,94_37119,7,,0,0,
4619_20251214,15:27:00,15:27:30,94_37143,8,,0,0,
4619_20251214,15:30:30,15:31:00,94_37184,9,,0,0,
4619_20251214,15:34:00,15:34:30,94_37218,10,,0,0,
4619_20251214,15:38:30,15:39:00,94_37275,11,,0,0,
4619_20251214,15:44:30,15:45:00,94_37358,12,,0,0,
4619_20251214,15:50:00,15:50:00,94_38000,13,,0,0,
4621_20251214,15:50:00,15:50:00,94_36004,0,,0,0,
4621_20251214,15:54:00,15:54:30,94_36046,1,,0,0,
4621_20251214,15:56:30,15:57:00,94_36053,2,,0,0,
4621_20251214,16:00:30,16:01:00,94_36087,3,,0,0,
4621_20251214,16:06:00,16:07:00,94_37002,4,,0,0,
4621_20251214,16:11:00,16:11:30,94_37051,5,,0,0,
4621_20251214,16:16:00,16:16:30,94_37093,6,,0,0,
4621_20251214,16:18:00,16:18:30,94_37119,7,,0,0,
4621_20251214,16:22:00,16:22:30,94_37143,8,,0,0,
4621_20251214,16:25:30,16:26:00,94_37184,9,,0,0,
4621_20251214,16:29:00,16:29:30,94_37218,10,,0,0,
4621_20251214,16:33:30,16:34:00,94_37275,11,,0,0,
4621_20251214,16:39:30,16:40:00,94_37358,12,,0,0,
4621_20251214,16:45:00,16:45:00,94_38000,13,,0,0,
4623_20251214,16:42:00,16:42:00,94_36004,0,,0,0,
4623_20251214,16:45:30,16:46:00,94_36046,1,,0,0,
4623_20251214,16:48:00,16:48:30,94_36053,2,,0,0,
4623_20251214,16:52:00,16:52:30,94_36087,3,,0,0,
4623_20251214,16:57:30,16:58:00,94_37002,4,,0,0,
4623_20251214,17:02:00,17:02:30,94_37051,5,,0,0,
4623_20251214,17:06:30,17:07:00,94_37093,6,,0,0,
4623_20251214,17:08:30,17:09:00,94_37119,7,,0,0,
4623_20251214,17:12:00,17:12:30,94_37143,8,,0,0,
4623_20251214,17:15:30,17:16:00,94_37184,9,,0,0,
4623_20251214,17:19:00,17:19:30,94_37218,10,,0,0,
4623_20251214,17:23:30,17:24:00,94_37275,11,,0,0,
4623_20251214,17:29:30,17:30:00,94_37358,12,,0,0,
4623_20251214,17:35:00,17:35:00,94_38000,13,,0,0,
4625_20251214,17:50:00,17:50:00,94_36004,0,,0,0,
4625_20251214,17:54:00,17:54:30,94_36046,1,,0,0,
4625_20251214,17:56:30,17:57:00,94_36053,2,,0,0,
4625_20251214,18:00:30,18:01:00,94_36087,3,,0,0,
4625_20251214,18:06:00,18:07:00,94_37002,4,,0,0,
4625_20251214,18:11:00,18:11:30,94_37051,5,,0,0,
4625_20251214,18:16:00,18:16:30,94_37093,6,,0,0,
4625_20251214,18:18:00,18:18:30,94_37119,7,,0,0,
4625_20251214,18:22:00,18:22:30,94_37143,8,,0,0,
4625_20251214,18:25:30,18:26:00,94_37184,9,,0,0,
4625_20251214,18:29:00,18:29:30,94_37218,10,,0,0,
4625_20251214,18:33:30,18:34:00,94_37275,11,,0,0,
4625_20251214,18:39:30,18:40:00,94_37358,12,,0,0,
4625_20251214,18:45:00,18:45:00,94_38000,13,,0,0,
4627_20251214,18:50:00,18:50:00,94_36004,0,,0,0,
4627_20251214,18:54:00,18:54:30,94_36046,1,,0,0,
4627_20251214,18:56:30,18:57:00,94_36053,2,,0,0,
4627_20251214,19:00:30,19:01:00,94_36087,3,,0,0,
4627_20251214,19:06:00,19:07:00,94_37002,4,,0,0,
4627_20251214,19:11:00,19:11:30,94_37051,5,,0,0,
4627_20251214,19:16:00,19:16:30,94_37093,6,,0,0,
4627_20251214,19:18:00,19:18:30,94_37119,7,,0,0,
4627_20251214,19:22:00,19:22:30,94_37143,8,,0,0,
4627_20251214,19:25:30,19:26:00,94_37184,9,,0,0,
4627_20251214,19:29:00,19:29:30,94_37218,10,,0,0,
4627_20251214,19:33:30,19:34:00,94_37275,11,,0,0,
4627_20251214,19:39:30,19:40:00,94_37358,12,,0,0,
4627_20251214,19:45:00,19:45:00,94_38000,13,,0,0,
4629_20251214,19:54:00,19:54:00,94_36004,0,,0,0,
4629_20251214,19:57:00,19:57:30,94_36046,1,,0,0,
4629_20251214,19:59:30,20:00:00,94_36053,2,,0,0,
4629_20251214,20:03:30,20:04:00,94_36087,3,,0,0,
4629_20251214,20:09:00,20:14:00,94_37002,4,,0,0,
4629_20251214,20:18:00,20:18:30,94_37051,5,,0,0,
4629_20251214,20:23:00,20:23:30,94_37093,6,,0,0,
4629_20251214,20:25:00,20:25:30,94_37119,7,,0,0,
4629_20251214,20:29:00,20:29:30,94_37143,8,,0,0,
4629_20251214,20:32:30,20:33:00,94_37184,9,,0,0,
4629_20251214,20:36:00,20:36:30,94_37218,10,,0,0,
4629_20251214,20:40:30,20:41:00,94_37275,11,,0,0,
4629_20251214,20:46:30,20:47:00,94_37358,12,,0,0,
4629_20251214,20:52:00,20:52:00,94_38000,13,,0,0,
4631_20251214,20:50:00,20:50:00,94_36004,0,,0,0,
4631_20251214,20:54:00,20:54:30,94_36046,1,,0,0,
4631_20251214,20:56:30,20:57:00,94_36053,2,,0,0,
4631_20251214,21:00:30,21:01:00,94_36087,3,,0,0,
4631_20251214,21:06:00,21:07:00,94_37002,4,,0,0,
4631_20251214,21:11:00,21:11:30,94_37051,5,,0,0,
4631_20251214,21:16:00,21:16:30,94_37093,6,,0,0,
4631_20251214,21:18:00,21:18:30,94_37119,7,,0,0,
4631_20251214,21:22:00,21:22:30,94_37143,8,,0,0,
4631_20251214,21:25:30,21:26:00,94_37184,9,,0,0,
4631_20251214,21:29:00,21:29:30,94_37218,10,,0,0,
4631_20251214,21:33:30,21:34:00,94_37275,11,,0,0,
4631_20251214,21:39:30,21:40:00,94_37358,12,,0,0,
4631_20251214,21:45:00,21:45:00,94_38000,13,,0,0,
4633_20251214,22:15:00,22:15:00,94_36004,0,,0,0,
4633_20251214,22:18:30,22:19:00,94_36046,1,,0,0,
4633_20251214,22:21:00,22:21:30,94_36053,2,,0,0,
4633_20251214,22:25:00,22:25:30,94_36087,3,,0,0,
4633_20251214,22:30:30,22:31:30,94_37002,4,,0,0,
4633_20251214,22:35:30,22:36:00,94_37051,5,,0,0,
4633_20251214,22:40:30,22:41:00,94_37093,6,,0,0,
4633_20251214,22:42:30,22:43:00,94_37119,7,,0,0,
4633_20251214,22:46:30,22:47:00,94_37143,8,,0,0,
4633_20251214,22:50:00,22:50:30,94_37184,9,,0,0,
4633_20251214,22:53:30,22:54:00,94_37218,10,,0,0,
4633_20251214,22:58:00,22:58:30,94_37275,11,,0,0,
4633_20251214,23:04:00,23:04:30,94_37358,12,,0,0,
4633_20251214,23:10:00,23:10:00,94_38000,13,,0,0,
4633_20251225,22:15:00,22:15:00,94_36004,0,,0,0,
4633_20251225,22:18:30,22:19:00,94_36046,1,,0,0,
4633_20251225,22:21:00,22:21:30,94_36053,2,,0,0,
4633_20251225,22:25:00,22:25:30,94_36087,3,,0,0,
4633_20251225,22:30:30,22:31:30,94_37002,4,,0,0,
4633_20251225,22:35:30,22:36:00,94_37051,5,,0,0,
4633_20251225,22:40:30,22:41:00,94_37093,6,,0,0,
4633_20251225,22:42:30,22:43:00,94_37119,7,,0,0,
4633_20251225,22:46:30,22:47:00,94_37143,8,,0,0,
4633_20251225,22:50:00,22:50:30,94_37184,9,,0,0,
4633_20251225,22:53:30,22:54:00,94_37218,10,,0,0,
4633_20251225,22:58:00,22:58:30,94_37275,11,,0,0,
4633_20251225,23:04:00,23:04:30,94_37358,12,,0,0,
4633_20251225,23:10:00,23:10:00,94_38000,13,,0,0,
4633_20260101,22:15:00,22:15:00,94_36004,0,,0,0,
4633_20260101,22:18:30,22:19:00,94_36046,1,,0,0,
4633_20260101,22:21:00,22:21:30,94_36053,2,,0,0,
4633_20260101,22:25:00,22:25:30,94_36087,3,,0,0,
4633_20260101,22:30:30,22:31:30,94_37002,4,,0,0,
4633_20260101,22:35:30,22:36:00,94_37051,5,,0,0,
4633_20260101,22:40:30,22:41:00,94_37093,6,,0,0,
4633_20260101,22:42:30,22:43:00,94_37119,7,,0,0,
4633_20260101,22:46:30,22:47:00,94_37143,8,,0,0,
4633_20260101,22:50:00,22:50:30,94_37184,9,,0,0,
4633_20260101,22:53:30,22:54:00,94_37218,10,,0,0,
4633_20260101,22:58:00,22:58:30,94_37275,11,,0,0,
4633_20260101,23:04:00,23:04:30,94_37358,12,,0,0,
4633_20260101,23:10:00,23:10:00,94_38000,13,,0,0,
4635_20251214,08:50:00,08:50:00,94_36004,0,,0,0,
4635_20251214,08:54:00,08:54:30,94_36046,1,,0,0,
4635_20251214,08:56:30,08:57:00,94_36053,2,,0,0,
4635_20251214,09:00:30,09:01:00,94_36087,3,,0,0,
4635_20251214,09:06:00,09:06:30,94_37002,4,,0,0,
4635_20251214,09:10:30,09:11:00,94_37051,5,,0,0,
4635_20251214,09:15:30,09:16:00,94_37093,6,,0,0,
4635_20251214,09:17:30,09:18:00,94_37119,7,,0,0,
4635_20251214,09:21:30,09:22:00,94_37143,8,,0,0,
4635_20251214,09:25:00,09:25:30,94_37184,9,,0,0,
4635_20251214,09:28:30,09:29:00,94_37218,10,,0,0,
4635_20251214,09:33:00,09:33:30,94_37275,11,,0,0,
4635_20251214,09:39:00,09:39:30,94_37358,12,,0,0,
4635_20251214,09:45:00,09:45:00,94_38000,13,,0,0,
4650_20251214,05:44:00,05:44:00,94_38000,0,,0,0,
4650_20251214,05:49:00,05:49:30,94_37358,1,,0,0,
4650_20251214,05:54:30,05:55:00,94_37275,2,,0,0,
4650_20251214,05:59:00,05:59:30,94_37218,3,,0,0,
4650_20251214,06:02:30,06:03:00,94_37184,4,,0,0,
4650_20251214,06:06:00,06:06:30,94_37143,5,,0,0,
4650_20251214,06:09:00,06:09:30,94_37119,6,,0,0,
4650_20251214,06:11:00,06:11:30,94_37093,7,,0,0,
4650_20251214,06:15:30,06:16:00,94_37051,8,,0,0,
4650_20251214,06:20:00,06:20:30,94_37002,9,,0,0,
4650_20251214,06:26:30,06:27:00,94_36087,10,,0,0,
4650_20251214,06:29:30,06:30:00,94_36053,11,,0,0,
4650_20251214,06:32:00,06:32:30,94_36046,12,,0,0,
4650_20251214,06:36:00,06:36:00,94_36004,13,,0,0,
4652_20251214,06:44:00,06:44:00,94_38000,0,,0,0,
4652_20251214,06:49:00,06:49:30,94_37358,1,,0,0,
4652_20251214,06:54:30,06:55:00,94_37275,2,,0,0,
4652_20251214,06:59:00,06:59:30,94_37218,3,,0,0,
4652_20251214,07:02:30,07:03:00,94_37184,4,,0,0,
4652_20251214,07:06:00,07:06:30,94_37143,5,,0,0,
4652_20251214,07:09:00,07:09:30,94_37119,6,,0,0,
4652_20251214,07:11:00,07:11:30,94_37093,7,,0,0,
4652_20251214,07:15:30,07:16:00,94_37051,8,,0,0,
4652_20251214,07:20:00,07:20:30,94_37002,9,,0,0,
4652_20251214,07:26:30,07:27:00,94_36087,10,,0,0,
4652_20251214,07:29:30,07:30:00,94_36053,11,,0,0,
4652_20251214,07:32:00,07:32:30,94_36046,12,,0,0,
4652_20251214,07:36:00,07:36:00,94_36004,13,,0,0,
4652_20251226,06:44:00,06:44:00,94_38000,0,,0,0,
4652_20251226,06:49:00,06:49:30,94_37358,1,,0,0,
4652_20251226,06:54:30,06:55:00,94_37275,2,,0,0,
4652_20251226,06:59:00,06:59:30,94_37218,3,,0,0,
4652_20251226,07:02:30,07:03:00,94_37184,4,,0,0,
4652_20251226,07:06:00,07:06:30,94_37143,5,,0,0,
4652_20251226,07:09:00,07:09:30,94_37119,6,,0,0,
4652_20251226,07:11:00,07:11:30,94_37093,7,,0,0,
4652_20251226,07:15:30,07:16:00,94_37051,8,,0,0,
4652_20251226,07:20:00,07:20:30,94_37002,9,,0,0,
4652_20251226,07:26:30,07:27:00,94_36087,10,,0,0,
4652_20251226,07:29:30,07:30:00,94_36053,11,,0,0,
4652_20251226,07:32:00,07:32:30,94_36046,12,,0,0,
4652_20251226,07:36:00,07:36:00,94_36004,13,,0,0,
4652_20260102,06:44:00,06:44:00,94_38000,0,,0,0,
4652_20260102,06:49:00,06:49:30,94_37358,1,,0,0,
4652_20260102,06:54:30,06:55:00,94_37275,2,,0,0,
4652_20260102,06:59:00,06:59:30,94_37218,3,,0,0,
